,Mean,Median,Mid Range,IQR,Std Dev,File Name
40,0.42815462,0.33333334,0.4738562,0.2013072,0.18614094,../Dataset/TrainData/apple1-090-338.png
41,0.42882192,0.39607844,0.5156863,0.2522876,0.15675928,../Dataset/TrainData/apple2-000-000.png
42,0.42294243,0.3751634,0.5235294,0.21830067,0.14664887,../Dataset/TrainData/apple2-022-000.png
43,0.4366108,0.3673203,0.5143791,0.22222224,0.1663614,../Dataset/TrainData/apple2-022-090.png
44,0.45231557,0.33594775,0.54444444,0.4143791,0.21957345,../Dataset/TrainData/apple2-022-180.png
45,0.45122984,0.36993465,0.5333333,0.2535948,0.18217054,../Dataset/TrainData/apple2-022-270.png
46,0.4309955,0.3764706,0.55228764,0.14771241,0.13897327,../Dataset/TrainData/apple2-035-045.png
47,0.46319765,0.351634,0.5254902,0.34901962,0.20064338,../Dataset/TrainData/apple2-035-135.png
48,0.47373173,0.3529412,0.548366,0.36862746,0.20933123,../Dataset/TrainData/apple2-035-225.png
49,0.43777323,0.37254906,0.54640526,0.1738562,0.15409623,../Dataset/TrainData/apple2-035-315.png
50,0.44855338,0.3934641,0.5692811,0.15424839,0.13507561,../Dataset/TrainData/apple2-045-000.png
51,0.46009016,0.4013072,0.54575163,0.17647061,0.15624152,../Dataset/TrainData/apple2-045-090.png
52,0.48115087,0.3281046,0.52156866,0.42091504,0.22878592,../Dataset/TrainData/apple2-045-180.png
53,0.48256555,0.40653595,0.5588235,0.23267972,0.1741564,../Dataset/TrainData/apple2-045-270.png
54,0.45571953,0.43267977,0.5104576,0.15294114,0.1324711,../Dataset/TrainData/apple2-066-027.png
55,0.43035933,0.41045752,0.503268,0.18039215,0.15065981,../Dataset/TrainData/apple2-066-063.png
56,0.4537574,0.39869285,0.4751634,0.35555556,0.20136239,../Dataset/TrainData/apple2-066-117.png
57,0.4688912,0.3503268,0.47647062,0.45620915,0.23275343,../Dataset/TrainData/apple2-066-153.png
58,0.48058072,0.36862746,0.48954248,0.46013072,0.23359314,../Dataset/TrainData/apple2-066-207.png
59,0.4790362,0.42222223,0.49869284,0.39084962,0.21285081,../Dataset/TrainData/apple2-066-243.png
60,0.4211805,0.3869281,0.48496732,0.24705884,0.17509387,../Dataset/TrainData/apple2-066-297.png
61,0.45157012,0.4248366,0.4928105,0.20392159,0.14483467,../Dataset/TrainData/apple2-066-333.png
62,0.45709506,0.4300654,0.5058824,0.15947708,0.12604482,../Dataset/TrainData/apple2-068-000.png
63,0.43064734,0.39607844,0.49803922,0.21830067,0.1725512,../Dataset/TrainData/apple2-068-090.png
64,0.47471696,0.3385621,0.48235294,0.46535954,0.24039105,../Dataset/TrainData/apple2-068-180.png
65,0.45757177,0.41568628,0.48627454,0.3137255,0.19651343,../Dataset/TrainData/apple2-068-270.png
66,0.4928462,0.46339872,0.5071896,0.111111104,0.096388526,../Dataset/TrainData/apple2-090-000.png
67,0.49845755,0.45882353,0.52026147,0.12679735,0.107064925,../Dataset/TrainData/apple2-090-022.png
68,0.49071953,0.43398693,0.5058824,0.1777778,0.11931301,../Dataset/TrainData/apple2-090-045.png
69,0.45856285,0.38169935,0.4882353,0.21307191,0.14363202,../Dataset/TrainData/apple2-090-068.png
70,0.4314635,0.34640524,0.47908497,0.21176466,0.15905456,../Dataset/TrainData/apple2-090-090.png
71,0.44958,0.3633987,0.4738562,0.21699348,0.18082613,../Dataset/TrainData/apple2-090-112.png
72,0.46773076,0.3869281,0.475817,0.32549015,0.19831888,../Dataset/TrainData/apple2-090-135.png
73,0.47736803,0.37908497,0.46601304,0.3699346,0.20978646,../Dataset/TrainData/apple2-090-158.png
74,0.480447,0.3764706,0.48366013,0.38039216,0.21491925,../Dataset/TrainData/apple2-090-180.png
75,0.48452756,0.40522876,0.47712418,0.37385622,0.2090924,../Dataset/TrainData/apple2-090-202.png
76,0.48870286,0.44052288,0.48496732,0.35032675,0.20397997,../Dataset/TrainData/apple2-090-225.png
77,0.48153082,0.44705883,0.48758173,0.2901961,0.19500457,../Dataset/TrainData/apple2-090-248.png
78,0.46620375,0.41568628,0.48039216,0.24052289,0.18182708,../Dataset/TrainData/apple2-090-270.png
79,0.44527954,0.4,0.48300654,0.2013072,0.16052555,../Dataset/TrainData/apple2-090-292.png
80,0.47489798,0.44183007,0.48496732,0.16993466,0.13652834,../Dataset/TrainData/apple2-090-315.png
81,0.48844463,0.46013072,0.5006536,0.12549022,0.11180321,../Dataset/TrainData/apple2-090-338.png
82,0.45150635,0.427451,0.50457513,0.24967322,0.15157601,../Dataset/TrainData/apple3-000-000.png
83,0.42082098,0.36862746,0.4803922,0.2392157,0.14339095,../Dataset/TrainData/apple3-022-000.png
84,0.4424948,0.40261438,0.4745098,0.1895425,0.12124961,../Dataset/TrainData/apple3-022-090.png
85,0.43093568,0.37908497,0.5026144,0.23790851,0.14746399,../Dataset/TrainData/apple3-022-180.png
86,0.43652457,0.3934641,0.4679739,0.18823531,0.12950814,../Dataset/TrainData/apple3-022-270.png
87,0.4394484,0.38562092,0.5045752,0.18692812,0.12803921,../Dataset/TrainData/apple3-035-045.png
88,0.43587565,0.38562092,0.48039216,0.19346407,0.12814996,../Dataset/TrainData/apple3-035-135.png
89,0.43707365,0.38431373,0.49542484,0.18431368,0.13489388,../Dataset/TrainData/apple3-035-225.png
90,0.42462307,0.36993465,0.46862745,0.19607845,0.1323828,../Dataset/TrainData/apple3-035-315.png
91,0.41270268,0.3398693,0.4888889,0.22222218,0.14443932,../Dataset/TrainData/apple3-045-000.png
92,0.45985425,0.43398693,0.46928105,0.13856208,0.108105555,../Dataset/TrainData/apple3-045-090.png
93,0.42531997,0.35163403,0.49738562,0.21307191,0.14804043,../Dataset/TrainData/apple3-045-180.png
94,0.44856367,0.41437912,0.5320262,0.14117643,0.117702276,../Dataset/TrainData/apple3-045-270.png
95,0.40897903,0.37124184,0.4647059,0.2261438,0.14695595,../Dataset/TrainData/apple3-066-027.png
96,0.43189836,0.43137255,0.45555556,0.21699348,0.13740097,../Dataset/TrainData/apple3-066-063.png
97,0.4296662,0.4261438,0.46732026,0.22483662,0.13770168,../Dataset/TrainData/apple3-066-117.png
98,0.41294807,0.3673203,0.4496732,0.24052289,0.15235835,../Dataset/TrainData/apple3-066-153.png
99,0.4133588,0.37254906,0.4797386,0.23137257,0.15631045,../Dataset/TrainData/apple3-066-207.png
100,0.42518145,0.41830066,0.47712418,0.2261438,0.14727023,../Dataset/TrainData/apple3-066-243.png
101,0.41004908,0.39869285,0.46013075,0.23790851,0.14636947,../Dataset/TrainData/apple3-066-297.png
102,0.40316397,0.35686275,0.45816994,0.2444444,0.15164267,../Dataset/TrainData/apple3-066-333.png
103,0.4005094,0.34248367,0.4614379,0.23267975,0.15240823,../Dataset/TrainData/apple3-068-000.png
104,0.43516573,0.43529415,0.46797386,0.21307191,0.13380402,../Dataset/TrainData/apple3-068-090.png
105,0.40956146,0.34901962,0.45816994,0.23790851,0.15962178,../Dataset/TrainData/apple3-068-180.png
106,0.42307374,0.4130719,0.4732026,0.23006532,0.14757258,../Dataset/TrainData/apple3-068-270.png
107,0.42385212,0.36862746,0.46339872,0.12287581,0.13623174,../Dataset/TrainData/apple3-090-000.png
108,0.43411234,0.37908497,0.4875817,0.14640522,0.13740015,../Dataset/TrainData/apple3-090-022.png
109,0.4426719,0.37908497,0.46797386,0.19215688,0.14190882,../Dataset/TrainData/apple3-090-045.png
110,0.44547904,0.38169935,0.4803922,0.21307188,0.14363302,../Dataset/TrainData/apple3-090-068.png
111,0.44980434,0.39215687,0.4640523,0.21437904,0.14283305,../Dataset/TrainData/apple3-090-090.png
112,0.4492245,0.38431373,0.45686275,0.2013072,0.14165977,../Dataset/TrainData/apple3-090-112.png
113,0.4407695,0.38300654,0.4529412,0.16732022,0.14046173,../Dataset/TrainData/apple3-090-135.png
114,0.43168452,0.3673203,0.4614379,0.15555552,0.14494807,../Dataset/TrainData/apple3-090-158.png
115,0.43051195,0.36601308,0.45620915,0.15947711,0.14829697,../Dataset/TrainData/apple3-090-180.png
116,0.43278226,0.38169935,0.4862745,0.1568628,0.1477856,../Dataset/TrainData/apple3-090-202.png
117,0.44403777,0.40653595,0.46209148,0.20000002,0.14943942,../Dataset/TrainData/apple3-090-225.png
118,0.45073932,0.41176474,0.45424837,0.22091499,0.1513251,../Dataset/TrainData/apple3-090-248.png
119,0.4457168,0.40653595,0.46535948,0.21437907,0.14923233,../Dataset/TrainData/apple3-090-270.png
120,0.44070804,0.3895425,0.46470588,0.19999999,0.14724015,../Dataset/TrainData/apple3-090-292.png
121,0.43054768,0.36862746,0.45294118,0.16339865,0.14129919,../Dataset/TrainData/apple3-090-315.png
122,0.4261837,0.36601308,0.4620915,0.12941179,0.13814087,../Dataset/TrainData/apple3-090-338.png
123,0.46873423,0.4,0.5071896,0.37908497,0.19363882,../Dataset/TrainData/apple4-000-000.png
124,0.459454,0.3529412,0.5130719,0.39607844,0.20194624,../Dataset/TrainData/apple4-022-000.png
125,0.48635486,0.38431373,0.5013072,0.35032675,0.18895519,../Dataset/TrainData/apple4-022-090.png
126,0.4572966,0.34640527,0.51830065,0.39999995,0.20917073,../Dataset/TrainData/apple4-022-180.png
127,0.4817459,0.38169935,0.5091503,0.34509805,0.18382849,../Dataset/TrainData/apple4-022-270.png
128,0.48015264,0.36078432,0.54575163,0.351634,0.19338737,../Dataset/TrainData/apple4-035-045.png
129,0.47334763,0.35686278,0.5176471,0.35947713,0.19877476,../Dataset/TrainData/apple4-035-135.png
130,0.47020298,0.35686278,0.5352941,0.34901956,0.19097029,../Dataset/TrainData/apple4-035-225.png
131,0.46383187,0.35163403,0.5163399,0.34379086,0.18733977,../Dataset/TrainData/apple4-035-315.png
132,0.4558193,0.32287583,0.53006536,0.3882353,0.20611429,../Dataset/TrainData/apple4-045-000.png
133,0.51581174,0.41568628,0.5437909,0.303268,0.17751619,../Dataset/TrainData/apple4-045-090.png
134,0.4534485,0.32287583,0.5071896,0.38431373,0.21047784,../Dataset/TrainData/apple4-045-180.png
135,0.504113,0.41568628,0.55751634,0.29673204,0.17169747,../Dataset/TrainData/apple4-045-270.png
136,0.45723513,0.36078432,0.4862745,0.39346406,0.20728362,../Dataset/TrainData/apple4-066-027.png
137,0.4856856,0.4300654,0.48104575,0.38169935,0.19839306,../Dataset/TrainData/apple4-066-063.png
138,0.47340366,0.41437912,0.49150327,0.3869281,0.20202893,../Dataset/TrainData/apple4-066-117.png
139,0.44608796,0.34771243,0.5006536,0.3882353,0.20982888,../Dataset/TrainData/apple4-066-153.png
140,0.4422207,0.35555556,0.46797386,0.37385622,0.20319423,../Dataset/TrainData/apple4-066-207.png
141,0.46689242,0.42352942,0.4843137,0.3764706,0.19464976,../Dataset/TrainData/apple4-066-243.png
142,0.4616359,0.40653595,0.4784314,0.38300654,0.19752763,../Dataset/TrainData/apple4-066-297.png
143,0.44317868,0.34509805,0.4745098,0.39084968,0.20604396,../Dataset/TrainData/apple4-066-333.png
144,0.43344495,0.32026145,0.46862745,0.39084968,0.208627,../Dataset/TrainData/apple4-068-000.png
145,0.48265448,0.4405229,0.5058824,0.351634,0.19436945,../Dataset/TrainData/apple4-068-090.png
146,0.4303219,0.3254902,0.47320262,0.37124184,0.20751145,../Dataset/TrainData/apple4-068-180.png
147,0.46601486,0.4261438,0.49215686,0.37254903,0.1919493,../Dataset/TrainData/apple4-068-270.png
148,0.445142,0.34640527,0.46601307,0.28758165,0.18238299,../Dataset/TrainData/apple4-090-000.png
149,0.4542622,0.3751634,0.46601307,0.28235295,0.18055348,../Dataset/TrainData/apple4-090-022.png
150,0.47185165,0.4300654,0.4666667,0.3019608,0.18217655,../Dataset/TrainData/apple4-090-045.png
151,0.48091063,0.46143794,0.47058824,0.30849674,0.18456925,../Dataset/TrainData/apple4-090-068.png
152,0.47359598,0.4405229,0.46470588,0.2888889,0.18122742,../Dataset/TrainData/apple4-090-090.png
153,0.46609873,0.42745098,0.4862745,0.27450982,0.18094192,../Dataset/TrainData/apple4-090-112.png
154,0.4530054,0.38431373,0.48300654,0.2640523,0.17841777,../Dataset/TrainData/apple4-090-135.png
155,0.44225696,0.34901962,0.49019608,0.24575165,0.17644359,../Dataset/TrainData/apple4-090-158.png
156,0.4333755,0.33594775,0.47777778,0.227451,0.17462245,../Dataset/TrainData/apple4-090-180.png
157,0.44005927,0.35816994,0.49607843,0.21960786,0.17220566,../Dataset/TrainData/apple4-090-202.png
158,0.45140272,0.4013072,0.475817,0.23267975,0.17471024,../Dataset/TrainData/apple4-090-225.png
159,0.46148947,0.41568628,0.48431373,0.24052283,0.17775822,../Dataset/TrainData/apple4-090-248.png
160,0.4648278,0.42222223,0.47385618,0.26143792,0.17850134,../Dataset/TrainData/apple4-090-270.png
161,0.4621529,0.41960785,0.4745098,0.27058825,0.17909384,../Dataset/TrainData/apple4-090-292.png
162,0.45185754,0.38039216,0.46405226,0.26928106,0.1775498,../Dataset/TrainData/apple4-090-315.png
163,0.44267547,0.35163403,0.47516337,0.27712414,0.17877159,../Dataset/TrainData/apple4-090-338.png
164,0.4648551,0.3895425,0.52875817,0.40784308,0.21163486,../Dataset/TrainData/apple5-000-000.png
165,0.46429652,0.34771243,0.5562092,0.4039215,0.21193732,../Dataset/TrainData/apple5-022-000.png
166,0.47595346,0.39738563,0.56928104,0.2941176,0.16696572,../Dataset/TrainData/apple5-022-090.png
167,0.47076246,0.3869281,0.5620915,0.32941177,0.18599021,../Dataset/TrainData/apple5-022-180.png
168,0.48203045,0.37908497,0.5764706,0.3503268,0.19636402,../Dataset/TrainData/apple5-022-270.png
169,0.45538533,0.35555556,0.5189543,0.33333328,0.18429165,../Dataset/TrainData/apple5-035-045.png
170,0.4832116,0.41045752,0.5660131,0.2535948,0.16295965,../Dataset/TrainData/apple5-035-135.png
171,0.46482858,0.3633987,0.5588235,0.30849674,0.18847175,../Dataset/TrainData/apple5-035-225.png
172,0.48212636,0.35686278,0.55751634,0.36862746,0.20531291,../Dataset/TrainData/apple5-035-315.png
173,0.4572047,0.3254902,0.54444444,0.38169935,0.2128777,../Dataset/TrainData/apple5-045-000.png
174,0.49599987,0.45620918,0.582353,0.2078431,0.14824674,../Dataset/TrainData/apple5-045-090.png
175,0.46868175,0.36993465,0.5705883,0.2875817,0.18347858,../Dataset/TrainData/apple5-045-180.png
176,0.5073105,0.41699347,0.5777778,0.30326793,0.18268152,../Dataset/TrainData/apple5-045-270.png
177,0.4385796,0.36862746,0.49607846,0.3006536,0.19980307,../Dataset/TrainData/apple5-066-027.png
178,0.47696275,0.45751634,0.50392157,0.21830067,0.1731566,../Dataset/TrainData/apple5-066-063.png
179,0.5039458,0.5006536,0.5392157,0.2026144,0.15364492,../Dataset/TrainData/apple5-066-117.png
180,0.48557556,0.44836602,0.5156863,0.22091505,0.16632468,../Dataset/TrainData/apple5-066-153.png
181,0.4557649,0.3934641,0.50392157,0.27843133,0.19027363,../Dataset/TrainData/apple5-066-207.png
182,0.45870194,0.41960788,0.5013072,0.30718955,0.19338724,../Dataset/TrainData/apple5-066-243.png
183,0.46052098,0.40261438,0.49673203,0.3895425,0.20849246,../Dataset/TrainData/apple5-066-297.png
184,0.43441126,0.3398693,0.48562092,0.38562092,0.21923847,../Dataset/TrainData/apple5-066-333.png
185,0.42277375,0.32418302,0.48104575,0.34901962,0.2144655,../Dataset/TrainData/apple5-068-000.png
186,0.49581355,0.47843137,0.5366013,0.21568629,0.1583258,../Dataset/TrainData/apple5-068-090.png
187,0.46648532,0.4039216,0.50522876,0.24052289,0.1815691,../Dataset/TrainData/apple5-068-180.png
188,0.468264,0.42745098,0.4954248,0.35032675,0.19848782,../Dataset/TrainData/apple5-068-270.png
189,0.45781186,0.3934641,0.4888889,0.12549019,0.18669203,../Dataset/TrainData/apple5-090-000.png
190,0.47676963,0.41830066,0.49346408,0.15424839,0.17867833,../Dataset/TrainData/apple5-090-022.png
191,0.5092694,0.45751634,0.49542484,0.19607845,0.17176239,../Dataset/TrainData/apple5-090-045.png
192,0.5290806,0.48235297,0.4993464,0.20522878,0.16342367,../Dataset/TrainData/apple5-090-068.png
193,0.5431868,0.5058823,0.50849676,0.2026144,0.15488046,../Dataset/TrainData/apple5-090-090.png
194,0.5426818,0.5111111,0.5104575,0.18562093,0.14665952,../Dataset/TrainData/apple5-090-112.png
195,0.54290795,0.5150327,0.52287585,0.1542483,0.13829999,../Dataset/TrainData/apple5-090-135.png
196,0.5236548,0.4862745,0.5071896,0.12941179,0.14576969,../Dataset/TrainData/apple5-090-158.png
197,0.50055754,0.44705883,0.50065356,0.13333336,0.15882039,../Dataset/TrainData/apple5-090-180.png
198,0.49215505,0.42352942,0.49215686,0.16601303,0.16611443,../Dataset/TrainData/apple5-090-202.png
199,0.4843133,0.4248366,0.49346405,0.21699348,0.1766819,../Dataset/TrainData/apple5-090-225.png
200,0.48438463,0.42875817,0.4875817,0.2352941,0.18332818,../Dataset/TrainData/apple5-090-248.png
201,0.48120528,0.42091504,0.48954248,0.23006538,0.18558536,../Dataset/TrainData/apple5-090-270.png
202,0.47520673,0.40261438,0.49477124,0.21437907,0.18793854,../Dataset/TrainData/apple5-090-292.png
203,0.46365848,0.38039216,0.4875817,0.18823531,0.19070284,../Dataset/TrainData/apple5-090-315.png
204,0.45886248,0.3777778,0.49281046,0.15947711,0.19093296,../Dataset/TrainData/apple5-090-338.png
205,0.5086767,0.5150327,0.5411765,0.2026144,0.13657054,../Dataset/TrainData/apple6-000-000.png
206,0.4888159,0.4535948,0.5333333,0.20522878,0.13315232,../Dataset/TrainData/apple6-022-000.png
207,0.5047436,0.4888889,0.5908497,0.1398693,0.10375375,../Dataset/TrainData/apple6-022-090.png
208,0.5002507,0.47973856,0.5509804,0.1529412,0.1112937,../Dataset/TrainData/apple6-022-180.png
209,0.50132924,0.48496732,0.5732026,0.12941176,0.10077931,../Dataset/TrainData/apple6-022-270.png
210,0.5001967,0.46797386,0.54509807,0.15424839,0.11255849,../Dataset/TrainData/apple6-035-045.png
211,0.5039511,0.48758173,0.5869281,0.112418324,0.101235956,../Dataset/TrainData/apple6-035-135.png
212,0.51685804,0.5045752,0.59150326,0.10065359,0.09323998,../Dataset/TrainData/apple6-035-225.png
213,0.49605545,0.46143794,0.579085,0.1529412,0.121601105,../Dataset/TrainData/apple6-035-315.png
214,0.47997195,0.41830066,0.58431375,0.19999996,0.13953103,../Dataset/TrainData/apple6-045-000.png
215,0.51412857,0.5176471,0.5803922,0.10457519,0.09310274,../Dataset/TrainData/apple6-045-090.png
216,0.49779567,0.47320262,0.5993464,0.12026143,0.10791951,../Dataset/TrainData/apple6-045-180.png
217,0.5200447,0.5176471,0.6372549,0.10326797,0.0916281,../Dataset/TrainData/apple6-045-270.png
218,0.47650596,0.45098042,0.51437914,0.22875819,0.14165379,../Dataset/TrainData/apple6-066-027.png
219,0.4931854,0.5058823,0.5222222,0.20000002,0.12597479,../Dataset/TrainData/apple6-066-063.png
220,0.49256736,0.5045752,0.53333336,0.19346404,0.1258822,../Dataset/TrainData/apple6-066-117.png
221,0.48460758,0.47189546,0.5248366,0.14640525,0.122294016,../Dataset/TrainData/apple6-066-153.png
222,0.4957445,0.4993464,0.5267974,0.15947706,0.1206168,../Dataset/TrainData/apple6-066-207.png
223,0.5029738,0.5150327,0.5464052,0.20000002,0.120251685,../Dataset/TrainData/apple6-066-243.png
224,0.4902966,0.49019608,0.51960784,0.2026144,0.13600694,../Dataset/TrainData/apple6-066-297.png
225,0.46420643,0.42222223,0.49869278,0.24705884,0.15470214,../Dataset/TrainData/apple6-066-333.png
226,0.46228823,0.40784314,0.50784314,0.24967322,0.1560965,../Dataset/TrainData/apple6-068-000.png
227,0.49078918,0.49673203,0.5281046,0.21307188,0.12543543,../Dataset/TrainData/apple6-068-090.png
228,0.4879054,0.47320262,0.5261438,0.13725492,0.12165137,../Dataset/TrainData/apple6-068-180.png
229,0.5017029,0.5006536,0.5254902,0.18039212,0.122445025,../Dataset/TrainData/apple6-068-270.png
230,0.4689079,0.42222223,0.49084967,0.17777777,0.14461413,../Dataset/TrainData/apple6-090-000.png
231,0.48453414,0.44444445,0.49738562,0.16209152,0.13969477,../Dataset/TrainData/apple6-090-022.png
232,0.507272,0.4627451,0.5150327,0.20000002,0.13639984,../Dataset/TrainData/apple6-090-045.png
233,0.5111982,0.45882353,0.52287585,0.20784315,0.13696283,../Dataset/TrainData/apple6-090-068.png
234,0.517532,0.4745098,0.5163399,0.20261437,0.13712253,../Dataset/TrainData/apple6-090-090.png
235,0.51629174,0.48235297,0.5235294,0.1895425,0.1367745,../Dataset/TrainData/apple6-090-112.png
236,0.51049286,0.49411765,0.52614385,0.15816996,0.12839751,../Dataset/TrainData/apple6-090-135.png
237,0.5032562,0.49673203,0.52287585,0.12287584,0.12153848,../Dataset/TrainData/apple6-090-158.png
238,0.50349605,0.49673203,0.5248366,0.112418324,0.120203726,../Dataset/TrainData/apple6-090-180.png
239,0.51138407,0.49542484,0.52026147,0.13856211,0.12327265,../Dataset/TrainData/apple6-090-202.png
240,0.5213877,0.48104575,0.51830065,0.18169937,0.13081072,../Dataset/TrainData/apple6-090-225.png
241,0.52441597,0.47450984,0.52091503,0.20653597,0.13189812,../Dataset/TrainData/apple6-090-248.png
242,0.51871336,0.475817,0.5130719,0.20915034,0.13158715,../Dataset/TrainData/apple6-090-270.png
243,0.5071624,0.46535948,0.49346405,0.2013072,0.13813552,../Dataset/TrainData/apple6-090-292.png
244,0.488468,0.45098042,0.49738562,0.17516342,0.14363845,../Dataset/TrainData/apple6-090-315.png
245,0.4766786,0.43529415,0.4986928,0.17516342,0.14574747,../Dataset/TrainData/apple6-090-338.png
246,0.48658884,0.44444445,0.5470588,0.29673204,0.18108416,../Dataset/TrainData/apple7-000-000.png
247,0.4427626,0.3529412,0.5496732,0.33333334,0.18874437,../Dataset/TrainData/apple7-022-000.png
248,0.47612917,0.40522876,0.5104575,0.2771242,0.1588504,../Dataset/TrainData/apple7-022-090.png
249,0.46100974,0.3869281,0.5934641,0.29803923,0.17584594,../Dataset/TrainData/apple7-022-180.png
250,0.45933074,0.38562092,0.5830065,0.26143792,0.15932088,../Dataset/TrainData/apple7-022-270.png
251,0.45922822,0.3647059,0.5398693,0.29281047,0.17315981,../Dataset/TrainData/apple7-035-045.png
252,0.47945443,0.4039216,0.5366013,0.2535948,0.15757325,../Dataset/TrainData/apple7-035-135.png
253,0.47766,0.4039216,0.5980392,0.23529413,0.15944481,../Dataset/TrainData/apple7-035-225.png
254,0.44905013,0.35424837,0.5130719,0.29150328,0.17263174,../Dataset/TrainData/apple7-035-315.png
255,0.45516318,0.33594772,0.5248366,0.34248367,0.19613992,../Dataset/TrainData/apple7-045-000.png
256,0.4906604,0.42875817,0.55490196,0.22352937,0.14391825,../Dataset/TrainData/apple7-045-090.png
257,0.46833247,0.37908497,0.56078434,0.2640523,0.17418589,../Dataset/TrainData/apple7-045-180.png
258,0.49726844,0.4496732,0.5686275,0.22483656,0.14770041,../Dataset/TrainData/apple7-045-270.png
259,0.4459784,0.3647059,0.46535948,0.34901962,0.19460845,../Dataset/TrainData/apple7-066-027.png
260,0.45846123,0.4261438,0.5006536,0.29673204,0.17234431,../Dataset/TrainData/apple7-066-063.png
261,0.4905202,0.46928108,0.52875817,0.2588235,0.16176733,../Dataset/TrainData/apple7-066-117.png
262,0.482654,0.42745098,0.5176471,0.24183002,0.17150636,../Dataset/TrainData/apple7-066-153.png
